#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
3075374	LL0XNC01-239B3	Y	X	3	fin	BCM	AC002359.1	16699	LL0XNC01
3075374	U239B3	A	X	3	fin	BCM	AC002359.1	16699	LL0XNC01
3399662	LL0XNC01-115E4	Y	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	LL0XNC01-115H5	Y	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	LL0XNC01-132E12	Y	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	LL0XNC01-15E4	Y	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	U115E4	A	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	U115H5	A	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	U132E12	A	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
3399662	U15E4	A	X	3	fin	BCM	AC002364.1	120703	LL0XNC01
2358015	LL0XNC01-177G4	Y	X	3	fin	BCM	AC002365.1	196542	LL0XNC01
2358015	U177G4	A	X	3	fin	BCM	AC002365.1	196542	LL0XNC01
2811095	RP1-22N22	Y	X	3	fin	BCM	AC002367.1	148600	RP1
2811095	RPCI1-22N22	A	X	3	fin	BCM	AC002367.1	148600	RP1
2804307	RP1-5G11	Y	X	3	fin	BCM	AC002369.1	92975	RP1
2804307	RPCI1-5G11	A	X	3	fin	BCM	AC002369.1	92975	RP1
3097818	RP1-74B13	Y	12	3	fin	BCM	AC002375.1	102579	RP1
3097818	RPCI1-74B13	A	12	3	fin	BCM	AC002375.1	102579	RP1
2275192	RP1-222H5	Y	X	3	fin	WUGSC	AC002377.1	141779	RP1
2275191	RP3-438O4	Y	22	3	fin	WUGSC	AC002378.1	77516	RP3
2275191	RZPDB737E0216D	A	22	3	fin	WUGSC	AC002378.1	77516	RP3
2275190	GS1-165I4	Y	7	3	fin	WUGSC	AC002379.1	118595	GS1
2275189	GS1-330J10	Y	5	3	fin	WUGSC	AC002380.1	41958	GS1
2275186	CTB-20D2	Y	7	3	fin	WUGSC	AC002381.1	172533	CTB
2275185	CTB-22J17	Y	7	3	fin	WUGSC	AC002382.1	125590	CTB
3947432	CTB-67E13	Y	7	3	fin	WUGSC	AC002383.1	97693	CTB
2275183	CTB-133P21	Y	7	3	fin	WUGSC	AC002384.1	69248	CTB
2275182	CTA-222A16	Y	7	3	fin	WUGSC	AC002385.1	201990	CTA
19034024	CTA-343H22	Y	7	3	fin	WUGSC	AC002386.2	131458	CTA
2282012	LLNLR-245D1	Y	19	3	fin		AC002389.1	46275	LLNLR
2282012	R28461	A	19	3	fin		AC002389.1	46275	LLNLR
2815550	A-211C6	A	16	3	fin	TIGR	AC002394.1	107910	CTA
2815550	CTA-211C6	Y	16	3	fin	TIGR	AC002394.1	107910	CTA
2315842	A-481B3	A		1	pre	TIGR	AC002399.1	182123	CTA
2315842	CTA-481B3	Y		1	pre	TIGR	AC002399.1	182123	CTA
2576344	A-735G6	A	16	3	fin	TIGR	AC002400.1	138839	CTA
2576344	CTA-735G6	Y	16	3	fin	TIGR	AC002400.1	138839	CTA
27436841	RP5-875H18	Y	17	3	fin	WIBR	AC002401.2	113128	RP5
2329922	RP1-290C9	Y	X	3	fin	BCM	AC002404.1	110816	RP1
2329922	RPCI1-290C9	A	X	3	fin	BCM	AC002404.1	110816	RP1
2329922	RZPDB737B0312D	A	X	3	fin	BCM	AC002404.1	110816	RP1
21322222	CTA-264L19	Y	7	3	fin	WUGSC	AC002410.2	96217	CTA
2323840	EG7YAC-g1613g164	N	7	3	fin		AC002424.1	8382	EG7YAC
2323840	NHGRI:yWSS1613	A	7	3	fin		AC002424.1	8382	EG7YAC
2323840	g1613g164	A	7	3	fin		AC002424.1	8382	EG7YAC
2947051	A-575C2	A	16	3	fin	TIGR	AC002425.1	113241	CTA
2947051	CTA-575C2	Y	16	3	fin	TIGR	AC002425.1	113241	CTA
3947442	GS1-11E15	Y	5	3	fin	WUGSC	AC002427.1	101098	GS1
2335068	GS1-39E22	Y	5	3	fin	WUGSC	AC002428.1	143875	GS1
2335067	GS1-200K5	Y	7	3	fin	WUGSC	AC002429.1	234053	GS1
2335066	CTB-66D11	Y	7	3	fin	WUGSC	AC002430.1	140856	CTB
2335064	CTA-317G18	Y	7	3	fin	WUGSC	AC002432.1	143427	CTA
21322239	CTA-317M2	Y	7	3	fin	WUGSC	AC002433.2	139919	CTA
3947444	RP1-68N8	Y	5	3	fin	WUGSC	AC002448.1	122322	RP1
2337886	RP3-404K21	Y	X	3	fin	WUGSC	AC002449.1	173767	RP3
2337886	RZPDB737D0415D	A	X	3	fin	WUGSC	AC002449.1	173767	RP3
2337884	GS1-244B22	Y	7	3	fin	WUGSC	AC002450.1	39779	GS1
2337882	GS1-306C12	Y	7	3	fin	WUGSC	AC002451.1	157099	GS1
2337880	GS1-310A5	Y	7	3	fin	WUGSC	AC002452.1	177112	GS1
2337879	GS1-440B14	Y	7	3	fin	WUGSC	AC002453.1	70319	GS1
2337878	GS1-552A1	Y	7	3	fin	WUGSC	AC002454.1	172983	GS1
2337875	LLNL3-13	N	3	3	fin		AC002455.1	29314	LLNL3
2337875	LUCA13	A	3	3	fin		AC002455.1	29314	LLNL3
2337875	cos3	A	3	3	fin		AC002455.1	29314	LLNL3
21322173	CTB-13L3	Y	7	3	fin	WUGSC	AC002456.2	156399	CTB
19697556	CTB-60P12	Y	7	3	fin	WUGSC	AC002457.2	177380	CTB
2337871	CTB-98M4	Y	7	3	fin	WUGSC	AC002458.1	82032	CTB
18855173	CTB-188O5	Y	7	3	fin	WUGSC	AC002459.2	25869	CTB
2337869	CTB-191D16	Y		3	fin	WUGSC	AC002460.1	174952	CTB
19034021	CTA-204I16	Y	7	3	fin	WUGSC	AC002461.2	197273	CTA
2337867	CTA-210I4	Y		3	fin	WUGSC	AC002462.1	100258	CTA
2337866	CTA-302F4	Y	7	3	fin	WUGSC	AC002463.1	135684	CTA
2337864	CTA-331P3	Y		3	fin	WUGSC	AC002464.1	123805	CTA
2337862	CTA-343P13	Y	7	3	fin	WUGSC	AC002465.1	155881	CTA
2337861	CTA-354L7	Y	7	3	fin	WUGSC	AC002466.1	78154	CTA
2337860	CTA-364P16	Y	7	3	fin	WUGSC	AC002467.1	97943	CTA
6478944	XXbac-135H6	Y	22	3	fin		AC002470.17	235395	XXbac
6478944	b135h6	A	22	3	fin		AC002470.17	235395	XXbac
24137490	XXpac-N5	N	22	3	fin		AC002472.8	147086	XXpac
24137490	p_n5	A	22	3	fin		AC002472.8	147086	XXpac
2340101	RP1-318C15	Y	X	3	fin	WUGSC	AC002476.1	147102	RP1
2340101	RZPDB737H0612D	A	X	3	fin	WUGSC	AC002476.1	147102	RP1
2341021	RP3-327A19	Y	X	3	fin	WUGSC	AC002477.1	124095	RP3
2341021	RZPDB737C0813D	A	X	3	fin	WUGSC	AC002477.1	124095	RP3
2340100	GS1-2F1	Y		3	fin	WUGSC	AC002478.1	70113	GS1
2340099	GS1-9G13	Y	5	3	fin	WUGSC	AC002479.1	88682	GS1
2340098	GS1-55K18	Y	7	3	fin	WUGSC	AC002480.1	200167	GS1
2340092	LLNL3-12	N	3	3	fin		AC002481.1	28244	LLNL3
2340092	LUCA12	A	3	3	fin		AC002481.1	28244	LLNL3
2340092	cos14	A	3	3	fin		AC002481.1	28244	LLNL3
2340090	CTA-208O3	Y		3	fin	WUGSC	AC002482.1	107815	CTA
3598729	248O15	A	13	3	fin		AC002483.1	102846	RP1
3598729	RP1-248O15	Y	13	3	fin		AC002483.1	102846	RP1
2341017	LL07NC01-157A5	Y	7	3	fin		AC002484.1	48469	LL07NC01
2341017	LL157A05	A	7	3	fin		AC002484.1	48469	LL07NC01
2341017	LLcos-157A5	A	7	3	fin		AC002484.1	48469	LL07NC01
2341016	CTA-212D3	Y		3	fin	WUGSC	AC002485.1	215609	CTA
2341014	CTA-367O17	Y	7	3	fin	WUGSC	AC002486.1	79611	CTA
2341013	CTA-369K23	Y	7	3	fin	WUGSC	AC002487.1	181588	CTA
2911263	A-256A9	A	16	3	fin	TIGR	AC002492.1	179245	CTA
2911263	CTA-256A9	Y	16	3	fin	TIGR	AC002492.1	179245	CTA
2342702	EG7YAC-g1613g37	N	7	3	fin		AC002495.1	3003	EG7YAC
2342702	NHGRI:yWSS1613	A	7	3	fin		AC002495.1	3003	EG7YAC
2342702	g1613g037	A	7	3	fin		AC002495.1	3003	EG7YAC
2342700	EG7YAC-g1940a142	N	7	3	fin		AC002497.1	40846	EG7YAC
2342700	NHGRI:yWSS1940	A	7	3	fin		AC002497.1	40846	EG7YAC
2342700	g1940a142	A	7	3	fin		AC002497.1	40846	EG7YAC
2342699	CEPH:744C02	A	7	3	fin		AC002498.1	43309	CEPHY
2342699	CEPHY-g5129g124	N	7	3	fin		AC002498.1	43309	CEPHY
2342699	NHGRI:yWSS5129	A	7	3	fin		AC002498.1	43309	CEPHY
2342699	g5129g124	A	7	3	fin		AC002498.1	43309	CEPHY
2342698	CEPH:744C02	A	7	3	fin		AC002499.1	41052	CEPHY
2342698	CEPHY-g5129s435	N	7	3	fin		AC002499.1	41052	CEPHY
2342698	NHGRI:yWSS5129	A	7	3	fin		AC002499.1	41052	CEPHY
2342698	g5129s435	A	7	3	fin		AC002499.1	41052	CEPHY
2342697	CEPH:744C02	A	7	3	fin		AC002500.1	41084	CEPHY
2342697	CEPHY-g5129z101	N	7	3	fin		AC002500.1	41084	CEPHY
2342697	NHGRI:yWSS5129	A	7	3	fin		AC002500.1	41084	CEPHY
2342697	g5129z101	A	7	3	fin		AC002500.1	41084	CEPHY
2642452	RP1-258N20	Y	X	3	fin	BCM	AC002504.1	134970	RP1
2342696	CEPH:744C02	A	7	3	fin		AC002507.1	41763	CEPHY
2342696	CEPHY-g5129z132	N	7	3	fin		AC002507.1	41763	CEPHY
2342696	NHGRI:yWSS5129	A	7	3	fin		AC002507.1	41763	CEPHY
2342696	g5129z132	A	7	3	fin		AC002507.1	41763	CEPHY
2342695	CEPH:744C02	A	7	3	fin		AC002508.1	38644	CEPHY
2342695	CEPHY-g5129z171	N	7	3	fin		AC002508.1	38644	CEPHY
2342695	NHGRI:yWSS5129	A	7	3	fin		AC002508.1	38644	CEPHY
2342695	g5129z171	A	7	3	fin		AC002508.1	38644	CEPHY
2347082	LLpac-136A2	A	19	3	fin		AC002511.1	98713	RP1
2347082	PC28130	A	19	3	fin		AC002511.1	98713	RP1
2347082	RP1-136A2	Y	19	3	fin		AC002511.1	98713	RP1
2815551	A-355G7	A	16	3	fin	TIGR	AC002519.1	139958	CTA
2815551	CTA-355G7	Y	16	3	fin	TIGR	AC002519.1	139958	CTA
2811096	GS1-257G1	Y	X	3	fin	BCM	AC002524.1	202540	GS1
2388559	257C22A	A	13	3	fin		AC002525.1	140942	RP1
2388559	RP1-257C22	Y	13	3	fin		AC002525.1	140942	RP1
2388558	RP4-558L21	Y	X	3	fin	WUGSC	AC002526.1	134580	RP4
2388557	GS1-180J5	Y	7	3	fin	WUGSC	AC002527.1	92651	GS1
2388554	GS1-542D18	Y	7	3	fin	WUGSC	AC002528.1	141120	GS1
2388553	CTB-161N6	Y	7	3	fin	WUGSC	AC002529.1	136755	CTB
2388552	CTA-341D10	Y	7	3	fin	WUGSC	AC002530.1	109389	CTA
2580476	486_O_8	A	Y	3	fin		AC002531.1	197900	CTC
2580476	CTC-486O8	Y	Y	3	fin		AC002531.1	197900	CTC
2656108	215a3	A	17	1	pre		AC002532.1	65386	RP1
2656108	RP1-215A3	Y	17	1	pre		AC002532.1	65386	RP1
2388587	SCb-24C13	Y	7	3	fin		AC002533.1	68700	SCb
3063511	RP5-864M4	Y	17	1	pre		AC002537.1	114531	RP5
3063511	hRPC864M4	A	17	1	pre		AC002537.1	114531	RP5
116174823	RP5-138G16	Y	17	3	fin	WIBR	AC002538.2	106791	RP5
117414197	RP5-195O20	Y	17	3	fin	WIBR	AC002539.2	87244	RP5
2393736	GS1-25M2	Y	7	3	fin	WUGSC	AC002540.1	70851	GS1
2393735	CTB-43K6	Y	7	3	fin	WUGSC	AC002541.1	166983	CTB
2393733	CTB-114A6	Y	7	3	fin	WUGSC	AC002542.1	188741	CTB
3645947	CTA-300C3	Y	7	3	fin	WUGSC	AC002543.1	150147	CTA
3337382	A-761H5	A	16	3	fin	TIGR	AC002544.1	156641	CTA
3337382	CTA-761H5	Y	16	3	fin	TIGR	AC002544.1	156641	CTA
116268142	RP5-200G19	Y	17	3	fin	WIBR	AC002545.2	64921	RP5
117414198	RP5-193H18	Y	17	3	fin	WIBR	AC002546.2	106418	RP5
2992475	GS-377014	A	X	3	fin	BCM	AC002549.1	163027	GS1
2992475	GS1-377O14	Y	X	3	fin	BCM	AC002549.1	163027	GS1
2570261	A-101F10	A	16	3	fin	TIGR	AC002550.1	86156	CTA
2570261	CTA-101F10	Y	16	3	fin	TIGR	AC002550.1	86156	CTA
2809276	A-951C11	A	16	3	fin	TIGR	AC002551.1	114411	CTA
2809276	CTA-951C11	Y	16	3	fin	TIGR	AC002551.1	114411	CTA
19172900	CTC-529I10	Y		3	fin	WIBR	AC002553.2	158314	CTC
2431608	296K1	A	17	1	pre		AC002557.1	90109	CTC
2431608	CTC-296K1	Y	17	1	pre		AC002557.1	90109	CTC
116268141	RP5-867C24	Y	17	3	fin	WIBR	AC002558.2	102062	RP5
2439515	127H14	A	12	3	fin		AC002563.1	136436	CTB
2439515	CTB-127H14	Y	12	3	fin		AC002563.1	136436	CTB
2439514	CTB-164L14	Y	7	3	fin	WUGSC	AC002564.1	94320	CTB
2896804	A-598D4	A	16	3	fin	TIGR	AC002565.1	103911	CTA
2896804	CTA-598D4	Y	16	3	fin	TIGR	AC002565.1	103911	CTA
2961441	P336P3	A	12	3	fin	BCM	AC002978.1	102591	RP3
2961441	RP3-336P3	Y	12	3	fin	BCM	AC002978.1	102591	RP3
2961441	RZPDB737E0913D	A	12	3	fin	BCM	AC002978.1	102591	RP3
29171327	RP3-440L2	Y	12	3	fin	BCM	AC002979.14	19111	RP3
29171327	RZPDB737E0616D	A	12	3	fin	BCM	AC002979.14	19111	RP3
2809267	620F15	A	X	3	fin	BCM	AC002980.1	141475	GS1
2809267	GS1-620F15	Y	X	3	fin	BCM	AC002980.1	141475	GS1
2804306	GS1-279A12	Y	X	3	fin	BCM	AC002981.1	153568	GS1
2804306	GS279A12	A	X	3	fin	BCM	AC002981.1	153568	GS1
2443872	LLNLR-301E5	Y	19	3	fin		AC002984.1	40946	LLNLR
2443872	R33853	A	19	3	fin		AC002984.1	40946	LLNLR
2443868	LLNLR-231A10	Y	19	3	fin		AC002985.1	38041	LLNLR
2443868	R27090	A	19	3	fin		AC002985.1	38041	LLNLR
2443864	CITI169P21	A	17	1	pre		AC002987.1	43420	CTB
2443864	CTB-169P21	Y	17	1	pre		AC002987.1	43420	CTB
2447218	LLNLR-237F10	Y	19	3	fin		AC002988.1	43105	LLNLR
2447218	R27726	A	19	3	fin		AC002988.1	43105	LLNLR
305643916	RP5-195B22	Y	17	1	act	WIBR	AC002989.2	144612	RP5
2815547	A-1000D7	A	16	3	fin	TIGR	AC002990.1	106760	CTA
2815547	CTA-1000D7	Y	16	3	fin	TIGR	AC002990.1	106760	CTA
2980980	CTB-169H9	Y	17	1	pre		AC002993.1	140210	CTB
2980980	HCIT169H9	A	17	1	pre		AC002993.1	140210	CTB
116174824	RP5-987K16	Y	17	3	fin	WIBR	AC002994.3	143811	RP5
3132461	RP11-162P23	Y	12	3	fin	BCM	AC002996.1	114842	RP11
3132461	RPCI11-162P23	A	12	3	fin	BCM	AC002996.1	114842	RP11
2477519	LLNLR-226F7	Y	19	3	fin		AC002997.1	37784	LLNLR
2477519	R26667	A	19	3	fin		AC002997.1	37784	LLNLR
2583098	HRPC928E24	A	X	3	fin		AC003001.1	101981	RP5
2583098	RP5-928E24	Y	X	3	fin		AC003001.1	101981	RP5
2865207	254P9	A	16	3	fin	TIGR	AC003003.1	130381	CTC
2865207	CTC-254P9	Y	16	3	fin	TIGR	AC003003.1	130381	CTC
2529400	F25419	A	19	3	fin		AC003005.1	45084	LLNLF
2529400	LLNLF-213F7	Y	19	3	fin		AC003005.1	45084	LLNLF
2911728	A-61E3	A	16	3	fin	TIGR	AC003007.1	113916	CTA
2911728	CTA-61E3	Y	16	3	fin	TIGR	AC003007.1	113916	CTA
2734100	502C10	A	16	3	fin	TIGR	AC003009.1	152503	CTC
2734100	CTC-502C10	Y	16	3	fin	TIGR	AC003009.1	152503	CTC
2547258	RP1-169K13	Y		3	fin	WUGSC	AC003012.1	104810	RP1
2547258	RZPDB737H028D	A		3	fin	WUGSC	AC003012.1	104810	RP1
2547257	RP1-205E24	Y	X	3	fin	WUGSC	AC003013.1	173452	RP1
2547256	RP1-290B4	Y	X	3	fin	WUGSC	AC003014.1	76169	RP1
2547255	GS1-113H23	Y	5	3	fin	WUGSC	AC003015.1	132953	GS1
2547254	CTB-134C19	Y	8	3	fin	WUGSC	AC003016.1	93216	CTB
29126252	RP3-462E2	Y	12	3	fin	BCM	AC003029.5	137830	RP3
29126252	RZPDB737B0717D	A	12	3	fin	BCM	AC003029.5	137830	RP3
3219338	CTA-923A4	Y	16	3	fin	TIGR	AC003034.1	82883	CTA
4204245	RP1-122K4	Y	X	3	fin	BCM	AC003035.1	176498	RP1
4204245	RPCI1-122K4	A	X	3	fin	BCM	AC003035.1	176498	RP1
2935595	RP1-108M6	Y	X	3	fin	BCM	AC003036.1	123203	RP1
2935595	RPCI1-108M6	A	X	3	fin	BCM	AC003036.1	123203	RP1
2935595	RZPDB737F046D	A	X	3	fin	BCM	AC003036.1	123203	RP1
2920805	GS1-526D21	Y	X	3	fin	BCM	AC003037.1	213863	GS1
2920805	GSHB-526D21	A	X	3	fin	BCM	AC003037.1	213863	GS1
2978448	LLNLR-271A3	Y	19	3	fin		AC003038.1	40016	LLNLR
2978448	R30923	A	19	3	fin		AC003038.1	40016	LLNLR
3264572	CTC-307A16	Y	17	3	fin		AC003041.1	76848	CTC
3264572	HCIT307A16	A	17	3	fin		AC003041.1	76848	CTC
3319121	CTB-75G16	Y	17	3	fin		AC003042.1	102818	CTB
3319121	HCIT75G16	A	17	3	fin		AC003042.1	102818	CTB
117414200	RP5-1067M6	Y	17	3	fin	WIBR	AC003043.2	139486	RP5
2580482	RP5-1055C4	Y	7	3	fin	WUGSC	AC003044.1	81231	RP5
2580481	CTA-205G13	Y	7	3	fin	WUGSC	AC003045.1	25094	CTA
3169149	LL0XNC01-152D7	Y	X	3	fin	BCM	AC003047.1	39213	LL0XNC01
3169149	U152D7	A	X	3	fin	BCM	AC003047.1	39213	LL0XNC01
2896793	LL0XNC01-199B7	Y	X	3	fin	BCM	AC003048.1	41081	LL0XNC01
2896793	U199B7	A	X	3	fin	BCM	AC003048.1	41081	LL0XNC01
2583103	CEPH:744C02	A	7	3	fin		AC003050.1	41413	CEPHY
2583103	CEPHY-g5129g127	N	7	3	fin		AC003050.1	41413	CEPHY
2583103	NHGRI:yWSS5129	A	7	3	fin		AC003050.1	41413	CEPHY
2583103	g5129g127	A	7	3	fin		AC003050.1	41413	CEPHY
2828780	289A8	A	17	3	fin		AC003051.1	120387	RP1
2828780	RP1-289A8	Y	17	3	fin		AC003051.1	120387	RP1
2828780	RZPDB737B0112D	A	17	3	fin		AC003051.1	120387	RP1
27436829	CTB-39G8	Y	17	3	fin	WIBR	AC003070.2	107217	CTB
2588643	CTA-85E5	Y	22	3	fin	WUGSC	AC003071.1	150228	CTA
2588642	CTA-963H5	Y	22	3	fin	WUGSC	AC003072.1	39401	CTA
4263561	RP4-531J23	Y	7	3	fin	WUGSC	AC003073.2	26347	RP4
19033941	RP4-596O9	Y	7	3	fin	WUGSC	AC003074.3	143878	RP4
21322204	RP4-658N5	Y	7	3	fin	WUGSC	AC003075.2	123336	RP4
21322186	RP5-1008B19	Y	7	3	fin	WUGSC	AC003076.2	15699	RP5
2588634	GS1-34D21	Y	7	3	fin	WUGSC	AC003077.1	98387	GS1
2588631	GS1-117O10	Y	7	3	fin	WUGSC	AC003078.1	182433	GS1
21428068	GS1-303P24	Y	7	3	fin	WUGSC	AC003079.2	62331	GS1
2588627	GS1-368F15	Y	7	3	fin	WUGSC	AC003080.1	179531	GS1
2588626	CTB-9H2	Y	7	3	fin	WUGSC	AC003081.1	149566	CTB
2588625	CTB-11J21	Y	7	3	fin	WUGSC	AC003082.1	170136	CTB
19697555	CTB-60N22	Y	7	3	fin	WUGSC	AC003083.2	136823	CTB
2588621	CTB-84D4	Y	7	3	fin	WUGSC	AC003084.1	166219	CTB
21322180	CTB-94H21	Y	7	3	fin	WUGSC	AC003085.2	124836	CTB
2588618	CTB-104F4	Y	7	3	fin	WUGSC	AC003086.1	110394	CTB
21322212	CTB-119H12	Y	7	3	fin	WUGSC	AC003087.2	103566	CTB
21322213	CTB-119P24	Y	7	3	fin	WUGSC	AC003088.2	79204	CTB
2588614	CTB-180F8	Y	UL	3	fin		AC003089.1	126198	CTB
2588614	RG180F08A	A	UL	3	fin		AC003089.1	126198	CTB
3947430	CTA-241I2	Y	7	3	fin	WUGSC	AC003090.1	94255	CTA
2588612	CTA-326G4	Y	7	3	fin	WUGSC	AC003091.1	137817	CTA
2588611	CTA-335O22	Y	7	3	fin	WUGSC	AC003092.1	108878	CTA
2588608	CTA-385F2	Y	7	3	fin	WUGSC	AC003093.1	122000	CTA
2598084	16E4	A	Y	2	pre		AC003094.1	37963	LL0YNC03
2598084	LL0YNC03-16E4	Y	Y	2	pre		AC003094.1	37963	LL0YNC03
117414196	RP5-905N1	Y	17	3	fin	WIBR	AC003098.2	94750	RP5
2618659	B284B3	A	4	3	fin		AC003099.1	95129	CTC
2618659	CTC-284B3	Y	4	3	fin		AC003099.1	95129	CTC
2618658	B302B16	A	4	3	fin		AC003100.1	90430	CTC
2618658	CTC-302B16	Y	4	3	fin		AC003100.1	90430	CTC
117320639	RP5-41C23	Y	17	3	fin	WIBR	AC003101.2	208407	RP5
3947429	RP5-882C2	Y	17	3	fin		AC003102.1	30980	RP5
3947429	hRPC.882_C_2	A	17	3	fin		AC003102.1	30980	RP5
19387763	CTC-268N12	Y	17	3	fin	WIBR	AC003103.2	101800	CTC
3253131	CTB-48C15	Y	17	3	fin		AC003104.1	100635	CTB
3253131	HCIT48C15	A	17	3	fin		AC003104.1	100635	CTB
3004529	GS-524I1	A	X	3	fin	BCM	AC003106.1	128888	GS1
3004529	GS1-524I1	Y	X	3	fin	BCM	AC003106.1	128888	GS1
3004529	GSHB-524I1	A	X	3	fin	BCM	AC003106.1	128888	GS1
2623749	LLNLR-262A8	Y	19	3	fin		AC003107.1	46275	LLNLR
2623749	R30064	A	19	3	fin		AC003107.1	46275	LLNLR
2833632	327O24	A	16	3	fin	TIGR	AC003108.1	164564	CTC
2833632	CTC-327O24	Y	16	3	fin	TIGR	AC003108.1	164564	CTC
2627293	F14150	A	19	3	fin		AC003110.1	36800	LLNLF
2627293	LLNLF-96C6	Y	19	3	fin		AC003110.1	36800	LLNLF
2636670	LLNLR-242E10	Y	19	3	fin		AC003111.1	40649	LLNLR
2636670	R28194	A	19	3	fin		AC003111.1	40649	LLNLR
2636669	LLNLR-264D8	Y	19	3	fin		AC003112.1	40668	LLNLR
2636669	R30292	A	19	3	fin		AC003112.1	40668	LLNLR
9845102	CTB-89N6	Y	1	1	can	SDSTDC	AC003118.2	92459	CTB
2828221	27D10	A	16	3	fin	TIGR	AC003119.1	88036	CTB
2828221	CTB-27D10	Y	16	3	fin	TIGR	AC003119.1	88036	CTB
2935593	GS-602M16	A	X	3	fin	BCM	AC003657.1	65716	GS1
2935593	GS1-602M16	Y	X	3	fin	BCM	AC003657.1	65716	GS1
2935592	GS-607H18	A	X	3	fin	BCM	AC003658.1	119393	GS1
2935592	GS1-607H18	Y	X	3	fin	BCM	AC003658.1	119393	GS1
28557807	RP1-146A15	Y	X	3	fin	BCM	AC003659.9	20836	RP1
28557807	RZPDB737A058D	A	X	3	fin	BCM	AC003659.9	20836	RP1
2660647	LL21NC02-47D9	Y		1	pre		AC003660.1	48000	LL21NC02
2660647	LL21NC02-56H1	Y		1	pre		AC003660.1	48000	LL21NC02
2660647	Q47D9	A		1	pre		AC003660.1	48000	LL21NC02
2660647	Q56H1	A		1	pre		AC003660.1	48000	LL21NC02
28201750	CTB-104N19	Y	17	3	fin	WIBR	AC003662.3	94576	CTB
3097871	CTB-87G17	Y	17	3	fin		AC003663.1	132070	CTB
3097871	HCIT87G17	A	17	3	fin		AC003663.1	132070	CTB
2828774	CTB-54K19	Y	17	3	fin		AC003664.1	202233	CTB
2828774	hCIT54K19	A	17	3	fin		AC003664.1	202233	CTB
3808091	CTC-211P7	Y	17	3	fin		AC003665.1	145528	CTC
3808091	hCIT.211_P_7	A	17	3	fin		AC003665.1	145528	CTC
28436211	RP1-17L20	Y	X	3	fin	BCM	AC003667.3	147371	RP1
27884827	RP1-233D13	Y	X	3	fin	BCM	AC003668.2	145859	RP1
2981246	GS-594A7	A	X	3	fin	BCM	AC003669.1	159446	GS1
2981246	GS1-594A7	Y	X	3	fin	BCM	AC003669.1	159446	GS1
2995477	RP1-130F5	Y	12	3	fin	BCM	AC003670.1	88945	RP1
2995477	RPCI1-130F5	A	12	3	fin	BCM	AC003670.1	88945	RP1
2995477	RZPDB737D037D	A	12	3	fin	BCM	AC003670.1	88945	RP1
2677681	356C6	A	5	3	fin	JGI	AC003677.1	82237	XXp1
2677681	XXp1-356C6	Y	5	3	fin	JGI	AC003677.1	82237	XXp1
2688799	RP3-394A18	Y	22	3	fin	WUGSC	AC003681.1	88528	RP3
2688799	RZPDB737H1214D	A	22	3	fin	WUGSC	AC003681.1	88528	RP3
13489135	RP1-147H15	Y	X	3	fin	BCM	AC003683.2	127683	RP1
13489135	RZPDB737A108D	A	X	3	fin	BCM	AC003683.2	127683	RP1
3165399	GS1-519E5	Y	X	3	fin	BCM	AC003684.1	210954	GS1
3165399	GSHB-519E5	A	X	3	fin	BCM	AC003684.1	210954	GS1
3088504	GS-542M4	A	X	3	fin	BCM	AC003685.1	181795	GS1
3088504	GS1-542M4	Y	X	3	fin	BCM	AC003685.1	181795	GS1
3201599	RP1-90J4	Y	12	3	fin	BCM	AC003686.1	113457	RP1
3201599	RPCI1-90J4	A	12	3	fin	BCM	AC003686.1	113457	RP1
117414199	RP5-29G21	Y	17	3	fin	WIBR	AC003687.2	141261	RP5
3789719	RP1-4G17	Y	17	3	fin		AC003688.1	98117	RP1
3789719	hRPC.4_G_17	A	17	3	fin		AC003688.1	98117	RP1
3808090	RP5-859O20	Y	17	3	fin		AC003695.1	115199	RP5
3808090	hRPC.859_O_20	A	17	3	fin		AC003695.1	115199	RP5
4262275	CTB-123J14	Y	17	3	fin		AC003950.1	117621	CTB
4262275	hCIT.123_J_14	A	17	3	fin		AC003950.1	117621	CTB
2708470	962C5	A	5	3	fin	JGI	AC003951.1	51191	XXp1
2708470	XXp1-962C5	Y	5	3	fin	JGI	AC003951.1	51191	XXp1
2708754	162o17	A	5	3	fin	JGI	AC003954.1	122735	RP1
2708754	RP1-162O17	Y	5	3	fin	JGI	AC003954.1	122735	RP1
2708754	RZPDB737E118D	A	5	3	fin	JGI	AC003954.1	122735	RP1
2708753	236L2	A	5	3	fin	JGI	AC003955.1	31466	RP1
2708753	RP1-236L2	Y	5	3	fin	JGI	AC003955.1	31466	RP1
2725624	LLNLR-303H2	Y	19	3	fin		AC003956.1	46327	LLNLR
2725624	R34078	A	19	3	fin		AC003956.1	46327	LLNLR
3126781	CTC-457L16	Y	17	3	fin		AC003957.1	126581	CTC
